OTU,MCA1,MCA2,MCA3,MCA4,MCA5,MCG1,MCG2,MCG3,MCG4,MCG5,sum,taxonomy
OTU30646,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Lasiosphaeriaceae; g__Schizothecium; s__Schizothecium_carpinicola_SH201192.07FU
OTU30645,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota
OTU30644,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU6740,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Marasmiaceae; g__Marasmius
OTU13371,0,0,0,0,0,0,36,0,0,0,36,k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Diversisporales; f__Acaulosporaceae
OTU13372,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU13373,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales
OTU13374,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Exobasidiomycetes; o__Incertae_sedis; f__Incertae_sedis; g__Meira; s__Meira_argovae_SH188447.07FU
OTU6745,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU13376,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Thelephorales; f__Thelephoraceae
OTU6747,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU13378,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU13379,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes
OTU985,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU984,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU987,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU986,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU981,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU980,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU983,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU982,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU989,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU988,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU17279,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Bolbitiaceae; g__Conocybe
OTU17278,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Clavariaceae
OTU17275,4,108,14,6,0,0,0,0,0,0,132,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Tricholomataceae; g__unidentified; s__Tricholomataceae_sp_SH008556.07FU
OTU17274,0,0,0,0,0,0,0,0,27,4,31,k__Fungi
OTU17277,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Entolomataceae; g__Entoloma
OTU17276,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales
OTU17271,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Zygomycota; c__Incertae_sedis; o__Mucorales; f__Cunninghamellaceae; g__Cunninghamella; s__Cunninghamella_elegans_SH216493.07FU
OTU17270,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota
OTU17273,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU17272,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Pucciniomycetes
OTU5509,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU5508,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified
OTU5507,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU5506,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Chytridiomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Chytridiomycota_sp_SH028576.07FU
OTU5505,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Chytridiomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Chytridiomycota_sp_SH028576.07FU
OTU5504,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified
OTU5503,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU5502,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified
OTU5501,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU5500,0,0,0,0,0,0,0,0,0,0,0,k__Protista; p__Cercozoa; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Cercozoa_sp_SH471273.07FU
OTU1219,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU1218,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU1217,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU1216,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU1215,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU1214,0,0,0,9,0,0,0,0,0,0,9,k__Fungi
OTU1213,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU1212,0,0,0,0,0,0,0,0,0,0,0,k__Protista; p__Cercozoa; c__unidentified; o__unidentified; f__unidentified; g__unidentified
OTU1211,0,0,0,0,0,0,6,0,0,0,6,k__Fungi
OTU1210,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU4458,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU4459,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Zygomycota; c__Incertae_sedis; o__Kickxellales; f__Kickxellaceae; g__Ramicandelaber
OTU4452,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU4453,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU4450,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU4451,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Zygomycota; c__Incertae_sedis; o__Kickxellales; f__Kickxellaceae; g__Ramicandelaber; s__Ramicandelaber_brevisporus_SH006495.07FU
OTU4456,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Fungi_sp_SH456671.07FU
OTU4457,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU4454,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU4455,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified
OTU31194,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Incertae_sedis; f__Glomerellaceae; g__Colletotrichum; s__Colletotrichum_sp_SH001915.07FU
OTU31195,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU31196,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU31197,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes
OTU31190,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Ascomycota_sp_SH007573.07FU
OTU31191,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU31192,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__unidentified; g__unidentified
OTU31193,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Phaeosphaeriaceae; g__unidentified; s__Phaeosphaeriaceae_sp_SH208536.07FU
OTU7901,0,0,0,0,0,0,0,0,0,0,0,k__Protista; p__Cercozoa; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Cercozoa_sp_SH471315.07FU
OTU7900,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU7903,0,0,0,1,0,0,0,0,0,0,1,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Fungi_sp_SH001911.07FU
OTU7902,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Fungi_sp_SH458120.07FU
OTU7905,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU7904,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU7907,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU7906,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU10137,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Cantharellales; f__Ceratobasidiaceae; g__unidentified; s__Ceratobasidiaceae_sp_SH218650.07FU
OTU10136,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU34018,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Incertae_sedis; f__Myxotrichaceae; g__Oidiodendron; s__Oidiodendron_chlamydosporicum_SH216990.07FU
OTU34019,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Incertae_sedis; f__Myxotrichaceae; g__Oidiodendron
OTU10133,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Russulales; f__Russulaceae; g__Russula; s__Russula_sp_SH030905.07FU
OTU10132,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Zygomycota; c__Incertae_sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella
OTU10131,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU10130,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU34012,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Ascomycota_sp_SH205002.07FU
OTU34013,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Incertae_sedis; f__Myxotrichaceae; g__Oidiodendron
OTU34010,0,0,0,0,0,17,14,34,0,8,73,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Incertae_sedis; f__Myxotrichaceae; g__Oidiodendron; s__Oidiodendron_echinulatum_SH217004.07FU
OTU34011,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU34016,0,0,0,0,0,0,8,0,0,1,9,k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Incertae_sedis; g__unidentified; s__Incertae_sedis_sp_SH181633.07FU
OTU34017,0,0,0,0,0,0,0,9,54,5,68,k__Fungi; p__Ascomycota; c__Leotiomycetes
OTU34014,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU34015,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__unidentified; f__unidentified; g__unidentified
OTU11848,0,0,0,0,0,1,0,32,0,0,33,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Clavariaceae; g__unidentified; s__Clavariaceae_sp_SH214454.07FU
OTU11849,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes
OTU11844,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU11845,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Zygomycota; c__Incertae_sedis; o__Mucorales; f__Rhizopodaceae; g__Rhizopus; s__Rhizopus_microsporus_SH177603.07FU
OTU11846,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU11847,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU11840,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Orbiliomycetes; o__Orbiliales; f__Orbiliaceae; g__unidentified
OTU11841,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Russulales; f__Russulaceae
OTU11842,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Atheliales; f__Atheliaceae; g__unidentified; s__Atheliaceae_sp_SH464420.07FU
OTU11843,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Cantharellales; f__Ceratobasidiaceae; g__unidentified; s__Ceratobasidiaceae_sp_SH180187.07FU
OTU12312,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU14726,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes
OTU14727,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes
OTU14724,0,0,0,0,0,0,17,0,28,0,45,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Marasmiaceae; g__Macrocystidia
OTU14725,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes
OTU14722,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU14723,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Wallemiomycetes; o__Wallemiales; f__Wallemiaceae; g__Wallemia; s__Wallemia_muriae_SH216454.07FU
OTU14720,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Hymenochaetales; f__Repetobasidiaceae; g__Rickenella; s__Rickenella_swartzii_SH211193.07FU
OTU14721,0,0,19,0,0,0,0,0,0,0,19,k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Archaeosporales; f__Archaeosporaceae
OTU14728,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU14729,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Thelephorales; f__Thelephoraceae
OTU19718,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales
OTU19719,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified
OTU19714,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales
OTU19715,0,0,0,0,0,0,0,8,0,0,8,k__Fungi; p__Basidiomycota
OTU19716,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Cortinariaceae; g__Cortinarius; s__Cortinarius_psammocephalus_SH188564.07FU
OTU19717,3,0,0,0,0,214,309,35,58,74,693,k__Fungi; p__Basidiomycota; c__Agaricomycetes
OTU19710,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Russulales; f__Peniophoraceae; g__Peniophora; s__Peniophora_cinerea_SH188992.07FU
OTU19711,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes
OTU19712,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Auriculariales
OTU19713,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Auriculariales; f__unidentified; g__unidentified
OTU11268,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU11269,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU11260,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU11261,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Cystofilobasidiales; f__Incertae_sedis; g__Mrakiella; s__Mrakiella_aquatica_SH202459.07FU
OTU11262,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Basidiomycota_sp_SH473779.07FU
OTU11263,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Exobasidiomycetes
OTU11264,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU11265,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Zygomycota; c__Incertae_sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella_pulchella_SH193939.07FU
OTU11266,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU11267,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU31228,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU31229,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota
OTU31222,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Lecanoromycetes
OTU31223,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU31220,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota
OTU31221,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota
OTU31226,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU31227,4,0,0,0,0,0,0,0,0,0,4,k__Fungi
OTU31224,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__Fusarium; s__Fusarium_poae_SH213622.07FU
OTU31225,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota
OTU32759,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Hyaloscyphaceae; g__unidentified; s__Hyaloscyphaceae_sp_SH201658.07FU
OTU32758,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Sordariomycetes
OTU32753,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales
OTU32752,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes
OTU32751,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Chaetosphaeriales; f__Chaetosphaeriaceae; g__Chloridium; s__Chloridium_sp_SH181589.07FU
OTU32750,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota
OTU32757,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU32756,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota
OTU32755,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU32754,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes
OTU3109,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU3108,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU3105,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU3104,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU3107,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU3106,0,0,0,0,0,0,0,0,0,0,0,Unassignable
OTU3101,0,25,0,0,0,0,0,0,0,0,25,k__Fungi
OTU3100,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU3103,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU3102,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU12768,0,0,0,0,0,0,0,0,0,0,0,Unassignable
OTU12769,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Sebacinales
OTU12764,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota
OTU12765,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Thelephorales; f__Thelephoraceae; g__Amaurodon; s__Amaurodon_mustialaensis_SH177588.07FU
OTU12766,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Claroideoglomeraceae; g__Claroideoglomus; s__Claroideoglomus_walkeri_SH192020.07FU
OTU12767,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes
OTU12760,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU12761,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales
OTU12762,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Thelephorales; f__Thelephoraceae; g__Tomentella; s__Tomentella_sp_SH177805.07FU
OTU12763,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU646,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU647,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU644,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU645,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU642,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU643,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU640,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU7294,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Boletales; f__Sclerodermataceae; g__Scleroderma; s__Scleroderma_sp_SH221222.07FU
OTU648,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU649,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU34507,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU7035,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Chytridiomycota; c__Chytridiomycetes; o__Rhizophydiales; f__Incertae_sedis; g__Operculomyces; s__Operculomyces_laminatus_SH210135.07FU
OTU2278,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU2279,0,0,0,0,0,0,1,0,0,0,1,k__Protista; p__Cercozoa; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Cercozoa_sp_SH032762.07FU
OTU7034,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Zygomycota; c__Incertae_sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella_umbellata_SH187066.07FU
OTU2274,18,3,1,8,0,19,13,4,9,3,78,k__Protista; p__Cercozoa; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Cercozoa_sp_SH032763.07FU
OTU2275,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified
OTU2276,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU2277,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU2270,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU2271,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU2272,8,10,3,3,13,15,9,10,10,24,105,k__Protista; p__Cercozoa; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Cercozoa_sp_SH032763.07FU
OTU2273,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU25270,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota
OTU25271,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales
OTU25272,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota
OTU25273,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes
OTU25274,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU25275,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU25276,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota
OTU25277,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Diaporthales
OTU25278,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Sordariomycetes
OTU1604,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU1605,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU12188,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Fungi_sp_SH020935.07FU
OTU12189,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Claroideoglomeraceae; g__Claroideoglomus; s__Claroideoglomus_drummondii_SH211047.07FU
OTU33103,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota
OTU12180,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU12181,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Thelephorales; f__Thelephoraceae; g__Tomentellopsis; s__Tomentellopsis_echinospora_SH184845.07FU
OTU12182,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes
OTU12183,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Orbiliomycetes; o__Orbiliales; f__Orbiliaceae; g__unidentified
OTU12184,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU12185,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota
OTU12186,0,0,0,0,0,38,0,0,0,0,38,k__Fungi; p__Chytridiomycota; c__Chytridiomycetes; o__Rhizophlyctidales; f__Rhizophlyctidaceae; g__Rhizophlyctis
OTU12187,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU14604,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Fungi_sp_SH476936.07FU
OTU31684,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU28447,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__unidentified; g__unidentified; s__Pleosporales_sp_SH186974.07FU
OTU31685,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU26895,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__unidentified; s__Nectriaceae_sp_SH203010.07FU
OTU26894,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Sordariomycetes
OTU26897,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota
OTU26896,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__unidentified; g__unidentified; s__Pleosporales_sp_SH026358.07FU
OTU26891,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales
OTU26890,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Sordariomycetes
OTU26893,0,0,0,0,0,0,0,0,0,2,2,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Bionectriaceae; g__Bionectria; s__Bionectria_sp_SH211202.07FU
OTU26892,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Sordariomycetes
OTU26899,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales
